CustomerID,Name,Email,Gender,Age,City,MaritalStatus,NumChildren,JoinDate,Recency,Monetary,Frequency,R_Score,F_Score,M_Score,RFM_Score,Segment,Age_Group
CUST10520,Aaina Kade,divijdayal@gmail.com,Female,56,Lucknow,Married,0,2021-01-18,32,23725.59,20,3,2,3,323,Others,45-60
CUST10521,Kaira Vohra,btara@bora.net,Not Disclosed,38,Kolkata,Married,2,2023-07-25,4,15914.19,22,1,2,1,121,Lost,30-45
CUST10522,Zain Badami,hvarma@hotmail.com,Female,24,Kolkata,Single,2,2021-03-01,40,25568.46,28,3,5,4,354,Loyal Customers,<30
CUST10523,Emir Sankaran,gkata@hotmail.com,Male,69,Kolkata,Married,0,2020-10-06,202,20184.81,20,5,2,2,522,Potential Loyalists,60+
CUST10524,Zoya Verma,vasaprerak@hotmail.com,Not Disclosed,70,Bangalore,Divorced,0,2022-11-03,59,25484.43,28,4,5,4,454,Champions,60+
CUST10525,Pranay Gaba,inaaya-bala@dugar.com,Female,38,Jaipur,Divorced,3,2020-11-02,11,27808.66,27,1,4,4,144,At Risk,30-45
CUST10526,Shanaya Jhaveri,lalabhamini@balay.com,Male,30,Bangalore,Married,4,2021-04-09,116,29998.61,25,5,4,5,545,Champions,<30
CUST10527,Yuvaan Ramesh,charvi81@hotmail.com,Male,27,Delhi,Widowed,1,2023-11-25,15,21700.690000000002,27,2,4,3,243,At Risk,<30
CUST10528,Mohanlal Basu,anvi82@sarna.biz,Male,45,Bangalore,Divorced,2,2021-02-23,48,24042.98,24,4,3,3,433,Loyal Customers,30-45
CUST10529,Dhanuk Gokhale,samaira55@yahoo.com,Not Disclosed,62,Chennai,Married,0,2023-10-22,28,25212.18,24,3,3,4,334,Loyal Customers,60+
CUST10530,Anika Kanda,misha62@gmail.com,Male,32,Hyderabad,Widowed,1,2022-04-21,76,24954.25,22,4,2,4,424,Potential Loyalists,30-45
CUST10531,Ojas Ray,emani@hotmail.com,Male,59,Delhi,Married,1,2023-07-22,96,12053.75,17,5,1,1,511,Others,45-60
CUST10532,Eva Swaminathan,bhamini27@gmail.com,Not Disclosed,27,Hyderabad,Divorced,2,2020-10-12,94,24668.05,27,5,4,4,544,Champions,<30
CUST10533,Indrajit Vora,vanya18@raj.biz,Female,75,Chennai,Single,1,2024-05-09,20,24125.46,28,2,5,3,253,At Risk,60+
CUST10534,Romil Deshmukh,vartyneysa@gola-baria.com,Male,51,Pune,Married,2,2023-03-27,88,28466.57,29,5,5,5,555,Champions,45-60
CUST10535,Amira Taneja,fdate@borde.com,Male,62,Mumbai,Divorced,0,2022-08-22,4,17192.4,16,1,1,1,111,Lost,60+
CUST10536,Gatik Bhakta,anayaratti@hotmail.com,Not Disclosed,30,Delhi,Single,2,2023-09-14,46,24791.83,26,4,4,4,444,Champions,<30
CUST10537,Eshani Brahmbhatt,bijuchandra@hotmail.com,Male,73,Kolkata,Divorced,0,2023-12-22,13,27334.83,23,2,3,4,234,At Risk,60+
CUST10538,Nayantara Shanker,cdhillon@yahoo.com,Not Disclosed,54,Jaipur,Widowed,2,2022-04-09,52,31479.15,25,4,4,5,445,Champions,45-60
CUST10539,Anay Mani,stak@gmail.com,Male,45,Chennai,Divorced,3,2020-12-01,42,31484.36,30,3,5,5,355,Loyal Customers,30-45
CUST10540,Stuvan Venkatesh,pihu41@hotmail.com,Female,44,Kolkata,Divorced,4,2021-11-07,14,16489.12,19,2,1,1,211,New Customers,30-45
CUST10541,Reyansh Chaudry,advik45@iyengar.com,Male,30,Delhi,Married,0,2022-02-26,5,22662.22,24,1,3,3,133,At Risk,<30
CUST10542,Umang Bora,benuthkarsh@yahoo.com,Male,33,Kolkata,Widowed,2,2022-11-24,134,16713.27,18,5,1,1,511,Others,30-45
CUST10543,Aarush Walla,himmatdugar@gmail.com,Female,54,Delhi,Single,0,2024-06-25,28,23594.01,21,3,2,3,323,Others,45-60
CUST10544,Jayan Zachariah,madhup39@gmail.com,Not Disclosed,18,Mumbai,Widowed,3,2021-06-10,248,28246.6,24,5,3,5,535,Loyal Customers,<30
CUST10545,Yashvi Devi,xkeer@yahoo.com,Female,44,Bangalore,Married,2,2023-02-22,7,17520.05,14,1,1,1,111,Lost,30-45
CUST10546,Mamooty Gera,ehsaan68@saran.com,Not Disclosed,41,Kolkata,Divorced,1,2022-05-16,30,25082.3,24,3,3,4,334,Loyal Customers,30-45
CUST10547,Darshit Sura,fwagle@yahoo.com,Male,50,Pune,Married,2,2024-06-05,24,18639.33,20,2,2,2,222,New Customers,45-60
CUST10548,Inaaya  Baria,samiha81@hotmail.com,Not Disclosed,41,Lucknow,Single,1,2021-12-05,13,19975.7,17,2,1,2,212,New Customers,30-45
CUST10549,Zeeshan Batra,bbava@mallick.com,Male,58,Delhi,Widowed,4,2023-01-02,64,21075.489999999998,22,4,2,2,422,Potential Loyalists,45-60
CUST10550,Divyansh Baria,sandhukeya@hotmail.com,Male,41,Bangalore,Married,0,2022-12-15,77,27790.88,27,4,4,4,444,Champions,30-45
CUST10551,Zeeshan Sanghvi,jhaverineelofar@yahoo.com,Female,58,Mumbai,Widowed,0,2023-04-24,57,19818.31,20,4,2,2,422,Potential Loyalists,45-60
CUST10552,Advika Issac,eramakrishnan@venkataraman-bera.com,Not Disclosed,45,Delhi,Widowed,1,2021-11-07,27,23023.15,20,3,2,3,323,Others,30-45
CUST10553,Prerak Sahni,sridharivan@sahni.com,Not Disclosed,24,Bangalore,Widowed,2,2021-10-03,13,35846.25,37,2,5,5,255,At Risk,<30
CUST10554,Ishaan Kade,kaleira@hotmail.com,Not Disclosed,44,Hyderabad,Widowed,1,2022-01-04,2,15361.02,20,1,2,1,121,Lost,30-45
CUST10555,Parinaaz Hora,birnakul@kibe.com,Not Disclosed,38,Pune,Single,0,2022-04-14,40,24450.46,22,3,2,4,324,Big Spenders,30-45
CUST10556,Manjari Boase,tarabora@dani.com,Not Disclosed,57,Chennai,Single,0,2021-02-13,27,22419.6,27,3,4,3,343,Loyal Customers,45-60
CUST10557,Lakshit Konda,anaya68@gmail.com,Male,74,Hyderabad,Single,2,2024-07-05,9,20179.88,20,1,2,2,122,Lost,60+
CUST10558,Rhea Gupta,sodhieshani@yahoo.com,Not Disclosed,23,Mumbai,Widowed,3,2022-05-12,7,24174.97,25,1,4,3,143,At Risk,<30
CUST10559,Aaryahi Dave,wmander@gour.com,Male,23,Ahmedabad,Widowed,2,2021-01-13,45,21259.74,22,4,2,2,422,Potential Loyalists,<30
CUST10560,Riya Gill,agopal@hotmail.com,Not Disclosed,45,Jaipur,Divorced,1,2024-04-20,25,33199.47,30,3,5,5,355,Loyal Customers,30-45
CUST10561,Charvi Guha,thakeraradhya@singh-dalia.com,Male,60,Lucknow,Single,0,2022-09-23,19,31260.399999999998,27,2,4,5,245,At Risk,45-60
CUST10562,Dhanuk Sehgal,obhat@karpe.com,Not Disclosed,48,Pune,Married,0,2020-08-28,6,19145.15,23,1,3,2,132,At Risk,45-60
CUST10563,Tanya Khalsa,mehulbains@yahoo.com,Female,67,Pune,Widowed,1,2021-04-15,69,15543.01,16,4,1,1,411,Others,60+
CUST10564,Inaaya  Malhotra,nirvaan04@yahoo.com,Female,50,Bangalore,Widowed,1,2023-05-02,41,19895.95,18,3,1,2,312,Others,45-60
CUST10565,Kiaan Chana,davejayan@yahoo.com,Not Disclosed,55,Bangalore,Divorced,1,2021-03-17,60,20021.5,22,4,2,2,422,Potential Loyalists,45-60
CUST10566,Shanaya Sodhi,zwalia@batra.com,Not Disclosed,43,Kolkata,Widowed,1,2023-03-30,163,19702.72,16,5,1,2,512,Others,30-45
CUST10567,Mehul Agarwal,irastogi@hans-borde.com,Not Disclosed,32,Ahmedabad,Single,0,2023-02-21,50,23612.49,22,4,2,3,423,Potential Loyalists,30-45
CUST10568,Aarav Vora,onkarchhabra@aggarwal.com,Male,49,Delhi,Divorced,0,2022-01-12,94,15812.0,19,5,1,1,511,Others,45-60
CUST10569,Raunak Choudhry,ramakrishnanindrajit@chakraborty.biz,Female,68,Jaipur,Divorced,0,2024-03-22,12,14672.46,16,2,1,1,211,New Customers,60+
CUST10570,Advika Dyal,granganathan@sathe-dhar.org,Not Disclosed,26,Pune,Single,1,2021-03-29,144,30538.07,29,5,5,5,555,Champions,<30
CUST10571,Nirvaan Bhandari,gcontractor@yahoo.com,Not Disclosed,54,Chennai,Divorced,0,2021-02-12,230,23517.22,22,5,2,3,523,Potential Loyalists,45-60
CUST10572,Oorja Dua,navya64@andra.com,Male,52,Hyderabad,Divorced,2,2024-07-27,3,30455.41,29,1,5,5,155,At Risk,45-60
CUST10573,Bhavin Gade,badalaniruddh@dasgupta-aurora.com,Male,68,Pune,Divorced,0,2022-09-16,18,21276.72,22,2,2,2,222,New Customers,60+
CUST10574,Shayak Raj,jayantgill@shere.com,Female,64,Jaipur,Single,1,2022-08-17,26,22792.88,21,3,2,3,323,Others,60+
CUST10575,Kartik Kashyap,nghose@hotmail.com,Male,24,Chennai,Widowed,0,2021-03-10,103,20804.21,23,5,3,2,532,Potential Loyalists,<30
CUST10576,Nishith Dada,dhruvsetty@lal-goyal.com,Female,51,Chennai,Single,0,2024-04-04,8,17731.35,23,1,3,1,131,At Risk,45-60
CUST10577,Nishith Mall,zoya12@hotmail.com,Male,57,Delhi,Single,0,2021-02-03,19,15729.6,18,2,1,1,211,New Customers,45-60
CUST10578,Anahi Bir,kalladevansh@bose-mangal.com,Not Disclosed,37,Hyderabad,Married,1,2022-04-21,120,23728.62,23,5,3,3,533,Loyal Customers,30-45
CUST10579,Onkar Ramachandran,gbhargava@hotmail.com,Male,73,Hyderabad,Single,1,2024-07-05,2,24865.74,23,1,3,4,134,At Risk,60+
CUST10580,Anya Sahni,khushiganesan@gmail.com,Not Disclosed,71,Lucknow,Widowed,0,2022-02-07,64,19595.85,25,4,4,2,442,Potential Loyalists,60+
CUST10581,Shaan Ray,sahotayuvaan@dyal-swamy.com,Male,36,Lucknow,Married,0,2023-03-30,37,28350.1,26,3,4,5,345,Loyal Customers,30-45
CUST10582,Lagan Grover,jivika00@hotmail.com,Not Disclosed,34,Mumbai,Single,1,2023-04-05,43,19920.72,19,4,1,2,412,Others,30-45
CUST10583,Amani Krish,onkar92@bhargava-dutt.com,Female,71,Pune,Widowed,1,2022-07-11,33,23355.49,26,3,4,3,343,Loyal Customers,60+
CUST10584,Kiaan Sibal,acherian@kunda.com,Male,29,Hyderabad,Single,3,2022-01-10,28,22445.21,27,3,4,3,343,Loyal Customers,<30
CUST10585,Aniruddh Hans,nghose@issac.com,Female,72,Kolkata,Divorced,3,2024-04-28,19,28453.03,24,2,3,5,235,At Risk,60+
CUST10586,Tanya Chaudhry,xgulati@hotmail.com,Not Disclosed,27,Bangalore,Married,0,2023-10-29,30,24996.27,28,3,5,4,354,Loyal Customers,<30
CUST10587,Ivana Viswanathan,anay68@bora-chada.org,Male,41,Delhi,Widowed,1,2021-12-04,2,25311.36,24,1,3,4,134,At Risk,30-45
CUST10588,Yuvraj  Bhandari,fbala@gmail.com,Male,32,Ahmedabad,Married,2,2021-09-05,17,17384.76,17,2,1,1,211,New Customers,30-45
CUST10589,Madhup Zacharia,rramaswamy@hotmail.com,Not Disclosed,51,Kolkata,Single,1,2024-07-27,2,19556.47,23,1,3,2,132,At Risk,45-60
CUST10590,Taimur Saxena,yuvraj-biswas@gmail.com,Not Disclosed,75,Lucknow,Single,1,2024-02-06,2,27265.04,26,1,4,4,144,At Risk,60+
CUST10591,Misha Seth,kanavmander@mander.com,Female,67,Ahmedabad,Married,2,2023-06-25,14,23548.72,27,2,4,3,243,At Risk,60+
CUST10592,Trisha Chawla,kundashamik@hotmail.com,Not Disclosed,58,Kolkata,Single,2,2024-07-25,63,21528.53,21,4,2,3,423,Potential Loyalists,45-60
CUST10593,Stuvan Sahni,stuvansoman@yahoo.com,Female,47,Jaipur,Single,0,2023-10-16,22,22820.48,23,2,3,3,233,At Risk,45-60
CUST10594,Anahita Bhatt,divij78@yahoo.com,Female,59,Delhi,Divorced,2,2020-11-16,23,14673.51,17,2,1,1,211,New Customers,45-60
CUST10595,Devansh Karnik,preraksarraf@hotmail.com,Female,30,Jaipur,Divorced,0,2022-03-07,29,28613.32,24,3,3,5,335,Loyal Customers,<30
CUST10596,Vardaniya Lalla,wdani@hotmail.com,Male,49,Lucknow,Single,0,2024-06-20,1,16789.79,24,1,3,1,131,At Risk,45-60
CUST10597,Advika Lad,zarasekhon@srivastava.com,Female,63,Lucknow,Widowed,1,2022-07-22,144,19349.46,19,5,1,2,512,Others,60+
CUST10598,Tejas Choudhury,xgola@bahl.com,Female,71,Mumbai,Widowed,3,2021-07-14,29,21105.84,24,3,3,2,332,Others,60+
CUST10599,Shray Sahota,diya47@gmail.com,Male,45,Bangalore,Single,0,2022-03-24,22,17156.22,18,2,1,1,211,New Customers,30-45
CUST10600,Ivana Desai,aaryahimallick@hotmail.com,Not Disclosed,45,Delhi,Married,1,2020-10-19,76,24352.04,30,4,5,3,453,Loyal Customers,30-45
CUST10601,Nirvaan Dewan,rhayre@vala.org,Female,56,Kolkata,Divorced,1,2023-12-16,19,22498.58,23,2,3,3,233,At Risk,45-60
CUST10602,Zain Choudhury,gbhat@vaidya-mane.net,Male,38,Bangalore,Divorced,3,2022-08-22,24,21378.57,23,2,3,3,233,At Risk,30-45
CUST10603,Dhanush Edwin,mbath@kannan.com,Not Disclosed,19,Jaipur,Single,2,2020-12-05,109,15887.32,20,5,2,1,521,Others,<30
CUST10604,Chirag Sundaram,bhaminibhatnagar@kota.com,Female,34,Delhi,Divorced,0,2023-06-29,60,12536.369999999999,13,4,1,1,411,Others,30-45
CUST10605,Inaaya  Ravel,varmamishti@mammen.com,Male,44,Kolkata,Single,1,2020-08-15,92,16138.39,12,5,1,1,511,Others,30-45
CUST10606,Hrishita Sama,shethvaibhav@bhatti.biz,Not Disclosed,26,Jaipur,Widowed,1,2020-09-19,42,22397.899999999998,23,3,3,3,333,Loyal Customers,<30
CUST10607,Lavanya Sood,shaan36@yahoo.com,Male,50,Mumbai,Widowed,2,2022-12-08,37,23266.59,22,3,2,3,323,Others,45-60
CUST10608,Tara Wason,sacharnitara@hotmail.com,Female,56,Delhi,Married,2,2020-11-05,402,21884.45,20,5,2,3,523,Potential Loyalists,45-60
CUST10609,Romil Setty,zahuja@sagar.com,Female,23,Ahmedabad,Single,1,2024-06-26,65,18714.42,21,4,2,2,422,Potential Loyalists,<30
CUST10610,Chirag Kadakia,dishani02@yahoo.com,Male,22,Delhi,Single,1,2024-02-28,5,22279.89,23,1,3,3,133,At Risk,<30
CUST10611,Indrajit Mahal,priyanshmadan@kothari.org,Female,37,Delhi,Widowed,2,2022-08-21,2,24531.18,28,1,5,4,154,At Risk,30-45
CUST10612,Hunar Dugar,mdeshpande@yahoo.com,Female,72,Bangalore,Divorced,3,2022-07-02,5,23820.03,22,1,2,3,123,Lost,60+
CUST10613,Renee Zacharia,aptemadhav@hotmail.com,Male,38,Lucknow,Married,4,2023-02-03,11,28177.510000000002,28,1,5,5,155,At Risk,30-45
CUST10614,Manjari Samra,wmallick@gmail.com,Not Disclosed,67,Hyderabad,Divorced,4,2021-07-10,1,13111.06,17,1,1,1,111,Lost,60+
CUST10615,Vanya Dada,samairachaudhry@hotmail.com,Female,71,Jaipur,Divorced,2,2020-12-04,69,21038.27,23,4,3,2,432,Potential Loyalists,60+
CUST10616,Diya Buch,navya49@sanghvi.com,Not Disclosed,18,Pune,Divorced,3,2021-04-09,119,31208.46,32,5,5,5,555,Champions,<30
CUST10617,Tiya Chauhan,lbhatti@agarwal-chand.com,Male,27,Hyderabad,Married,0,2022-05-18,41,32881.78,29,3,5,5,355,Loyal Customers,<30
CUST10618,Trisha Chopra,zainadara@yahoo.com,Female,30,Bangalore,Married,2,2021-09-13,51,19407.46,25,4,4,2,442,Potential Loyalists,<30
CUST10619,Zeeshan Mangal,chadakeya@gmail.com,Not Disclosed,22,Chennai,Widowed,3,2024-05-14,35,21559.690000000002,18,3,1,3,313,Others,<30
CUST10620,Divyansh Balakrishnan,irahegde@hotmail.com,Male,28,Mumbai,Widowed,0,2024-01-19,21,20337.14,22,2,2,2,222,New Customers,<30
CUST10621,Khushi Singhal,drishyatank@krish.com,Male,62,Ahmedabad,Married,2,2022-02-08,45,33635.49,30,4,5,5,455,Champions,60+
CUST10622,Jivin Subramanian,stuvan73@hotmail.com,Female,50,Pune,Divorced,0,2024-06-07,38,12896.12,16,3,1,1,311,Others,45-60
CUST10623,Sana Contractor,nakul64@dalal.info,Male,70,Hyderabad,Single,1,2023-07-28,134,16212.51,14,5,1,1,511,Others,60+
CUST10624,Zara Chaudhuri,azad33@hotmail.com,Not Disclosed,70,Jaipur,Widowed,0,2024-04-24,9,16533.53,16,1,1,1,111,Lost,60+
CUST10625,Gatik Magar,gkala@rama-karnik.com,Male,47,Kolkata,Single,0,2021-03-27,165,21189.38,24,5,3,2,532,Potential Loyalists,45-60
CUST10626,Biju Hayre,adahlall@kumer.net,Male,37,Hyderabad,Divorced,3,2023-12-17,117,28290.13,28,5,5,5,555,Champions,30-45
CUST10627,Suhana Grover,rravi@kumar-sunder.com,Female,40,Ahmedabad,Divorced,0,2023-02-21,17,21236.11,20,2,2,2,222,New Customers,30-45
CUST10628,Aaina Saini,dhanukvarma@basak.biz,Male,58,Pune,Single,0,2021-11-26,76,22541.4,25,4,4,3,443,Loyal Customers,45-60
CUST10629,Bhamini Rege,hegdeshray@yahoo.com,Female,46,Ahmedabad,Single,0,2023-09-22,28,15593.1,18,3,1,1,311,Others,45-60
CUST10630,Zeeshan Chaudry,mehul22@sahni-vohra.net,Male,30,Mumbai,Married,2,2024-06-30,6,20283.27,22,1,2,2,122,Lost,<30
CUST10631,Manjari Mannan,tsandal@yahoo.com,Male,57,Lucknow,Single,1,2024-05-25,7,16194.66,22,1,2,1,121,Lost,45-60
CUST10632,Pranay Comar,vsharma@gmail.com,Not Disclosed,19,Jaipur,Married,2,2023-09-13,5,31576.39,28,1,5,5,155,At Risk,<30
CUST10633,Yasmin Soni,nishithgoda@sehgal.info,Male,71,Jaipur,Single,0,2023-01-13,16,30800.47,30,2,5,5,255,At Risk,60+
CUST10634,Ojas Ahuja,hridaan51@gmail.com,Male,19,Bangalore,Divorced,3,2023-10-13,16,18866.87,22,2,2,2,222,New Customers,<30
CUST10635,Yakshit Rana,hcherian@tak.com,Male,51,Jaipur,Divorced,0,2022-03-21,76,29768.69,24,4,3,5,435,Loyal Customers,45-60
CUST10636,Anahita Som,buchtanya@gmail.com,Male,52,Ahmedabad,Divorced,0,2022-03-20,47,16537.71,16,4,1,1,411,Others,45-60
CUST10637,Bhavin Mandal,tanyakrish@yahoo.com,Not Disclosed,42,Kolkata,Widowed,0,2024-06-05,49,20622.71,23,4,3,2,432,Potential Loyalists,30-45
CUST10638,Lavanya Balasubramanian,anvidey@hotmail.com,Male,66,Pune,Widowed,0,2021-06-07,143,19509.19,20,5,2,2,522,Potential Loyalists,60+
CUST10639,Dishani Sharaf,brahmbhattkartik@gmail.com,Not Disclosed,31,Jaipur,Single,1,2021-05-02,149,16082.87,18,5,1,1,511,Others,30-45
CUST10640,Aaina Saran,neelofararora@dhillon-kumer.com,Female,27,Hyderabad,Divorced,1,2024-02-21,33,23559.63,21,3,2,3,323,Others,<30
CUST10641,Jayan Dixit,zoya79@kumar.com,Female,64,Lucknow,Widowed,2,2021-10-14,8,28951.6,28,1,5,5,155,At Risk,60+
CUST10642,Shaan Gokhale,samravivaan@gmail.com,Male,69,Mumbai,Married,1,2021-06-13,142,22796.35,24,5,3,3,533,Loyal Customers,60+
CUST10643,Indrans Goda,arnavsaraf@yahoo.com,Not Disclosed,42,Jaipur,Divorced,1,2021-03-30,24,16071.88,19,2,1,1,211,New Customers,30-45
CUST10644,Shray Ghose,nakuljohal@balay.com,Male,30,Ahmedabad,Widowed,4,2022-07-15,12,26997.56,30,2,5,4,254,At Risk,<30
CUST10645,Shamik Rau,korpalrenee@yahoo.com,Not Disclosed,19,Lucknow,Divorced,0,2022-11-07,10,12004.05,13,1,1,1,111,Lost,<30
CUST10646,Aarna Hari,jhanvi63@samra.com,Not Disclosed,65,Jaipur,Married,0,2021-02-20,375,21739.28,25,5,4,3,543,Loyal Customers,60+
CUST10647,Shlok Golla,dhanush08@yahoo.com,Male,48,Bangalore,Single,2,2021-08-11,3,23233.06,25,1,4,3,143,At Risk,45-60
CUST10648,Baiju Golla,manjarirout@hotmail.com,Female,74,Ahmedabad,Single,0,2021-03-30,55,32054.27,31,4,5,5,455,Champions,60+
CUST10649,Abram Khare,bsodhi@gmail.com,Male,71,Mumbai,Widowed,1,2020-10-03,26,33119.41,29,3,5,5,355,Loyal Customers,60+
CUST10650,Ehsaan Dara,manikya01@gmail.com,Male,70,Hyderabad,Widowed,2,2022-04-20,10,21513.15,25,1,4,3,143,At Risk,60+
CUST10651,Bhamini Shroff,faiyaz72@yahoo.com,Male,73,Kolkata,Married,0,2022-05-27,157,18382.13,21,5,2,2,522,Potential Loyalists,60+
CUST10652,Khushi Madan,dixitkiaan@yahoo.com,Female,50,Pune,Widowed,1,2021-11-27,102,26380.56,29,5,5,4,554,Champions,45-60
CUST10653,Tanya Agarwal,ebhakta@yahoo.com,Female,45,Lucknow,Married,2,2022-07-20,24,18189.23,19,2,1,2,212,New Customers,30-45
CUST10654,Arnav Boase,vardaniya56@gmail.com,Female,34,Kolkata,Divorced,1,2022-01-28,17,18645.46,20,2,2,2,222,New Customers,30-45
CUST10655,Anahita Trivedi,kismatcontractor@yahoo.com,Not Disclosed,32,Kolkata,Single,0,2024-04-03,4,18436.4,20,1,2,2,122,Lost,30-45
CUST10656,Inaaya  Issac,tara19@venkatesh-bumb.org,Not Disclosed,58,Chennai,Single,0,2021-04-08,66,23431.77,27,4,4,3,443,Loyal Customers,45-60
CUST10657,Navya Boase,mallickrati@khatri.net,Not Disclosed,49,Mumbai,Widowed,3,2022-06-05,18,31941.739999999998,28,2,5,5,255,At Risk,45-60
CUST10658,Azad Yogi,rswamy@hotmail.com,Not Disclosed,59,Hyderabad,Widowed,1,2021-02-19,74,24166.19,28,4,5,3,453,Loyal Customers,45-60
CUST10659,Onkar Mane,ela59@gmail.com,Male,74,Chennai,Single,0,2024-04-21,24,20372.5,23,2,3,2,232,At Risk,60+
CUST10660,Madhup Kothari,samaira31@hotmail.com,Not Disclosed,51,Lucknow,Divorced,0,2021-05-04,53,31340.24,30,4,5,5,455,Champions,45-60
CUST10661,Drishya Som,anvi72@samra.net,Male,45,Ahmedabad,Widowed,2,2021-09-05,1,22575.08,22,1,2,3,123,Lost,30-45
CUST10662,Badal Mangal,chirag89@gmail.com,Female,65,Kolkata,Single,4,2024-06-11,1,15678.99,18,1,1,1,111,Lost,60+
CUST10663,Hunar Sangha,myra39@yahoo.com,Female,25,Ahmedabad,Divorced,0,2023-02-03,93,17384.0,22,5,2,1,521,Others,<30
CUST10664,Aarav Singhal,ananddhanuk@srinivasan-golla.biz,Male,38,Jaipur,Married,0,2023-05-31,42,15592.0,21,3,2,1,321,Others,30-45
CUST10665,Aarush Taneja,dasbiju@yahoo.com,Not Disclosed,23,Bangalore,Widowed,1,2021-05-16,49,14124.56,19,4,1,1,411,Others,<30
CUST10666,Umang Majumdar,olal@sharma.info,Not Disclosed,70,Pune,Widowed,2,2021-01-19,195,18803.96,22,5,2,2,522,Potential Loyalists,60+
CUST10667,Anahita Dalal,kalitakismat@hotmail.com,Male,54,Pune,Single,3,2023-04-06,213,16455.95,17,5,1,1,511,Others,45-60
CUST10668,Shray Kurian,vivaankothari@yahoo.com,Male,21,Mumbai,Divorced,0,2022-03-05,50,15743.57,14,4,1,1,411,Others,<30
CUST10669,Biju Jani,prishabora@yahoo.com,Female,29,Jaipur,Widowed,2,2022-02-22,36,27169.03,29,3,5,4,354,Loyal Customers,<30
CUST10670,Ayesha Jhaveri,walitejas@yahoo.com,Not Disclosed,39,Mumbai,Widowed,3,2021-05-21,37,14649.880000000001,16,3,1,1,311,Others,30-45
CUST10671,Vardaniya Sheth,saanviroy@gmail.com,Male,72,Hyderabad,Divorced,2,2022-02-12,111,39763.52,34,5,5,5,555,Champions,60+
CUST10672,Badal Sha,shamik01@gmail.com,Not Disclosed,21,Mumbai,Widowed,1,2024-04-16,15,14824.689999999999,16,2,1,1,211,New Customers,<30
CUST10673,Samar Cheema,achaudhary@bhatti-dugal.org,Female,27,Bangalore,Married,0,2021-02-27,6,21166.77,19,1,1,2,112,Lost,<30
CUST10674,Anay Mangat,babusiya@johal.com,Male,29,Chennai,Single,1,2021-05-09,78,21250.829999999998,20,5,2,2,522,Potential Loyalists,<30
CUST10675,Bhavin Yadav,rsetty@keer.info,Not Disclosed,51,Bangalore,Single,2,2022-10-03,78,28631.71,29,5,5,5,555,Champions,45-60
CUST10676,Jivika Garg,manikya03@chauhan.biz,Male,70,Ahmedabad,Widowed,0,2023-04-29,74,31814.14,25,4,4,5,445,Champions,60+
CUST10677,Myra Bhatt,aradhyavohra@raj.com,Male,56,Kolkata,Widowed,1,2023-10-12,9,24491.39,26,1,4,4,144,At Risk,45-60
CUST10678,Veer Kapadia,ramachandranzara@yahoo.com,Female,35,Pune,Divorced,1,2023-06-29,55,23609.4,27,4,4,3,443,Loyal Customers,30-45
CUST10679,Trisha Balan,jayant89@bandi-shere.com,Male,23,Pune,Widowed,0,2023-04-15,26,23396.93,27,3,4,3,343,Loyal Customers,<30
CUST10680,Rasha Tak,inaaya-ray@gmail.com,Female,28,Jaipur,Married,0,2020-12-10,22,17161.31,17,2,1,1,211,New Customers,<30
CUST10681,Hunar Krishna,nityasoman@randhawa.com,Female,65,Pune,Divorced,4,2021-11-30,49,19884.08,22,4,2,2,422,Potential Loyalists,60+
CUST10682,Tanya Madan,rbajwa@hotmail.com,Not Disclosed,47,Kolkata,Widowed,0,2020-11-01,8,22836.18,21,1,2,3,123,Lost,45-60
CUST10683,Amira Karan,taimur71@balay-chahal.com,Female,52,Jaipur,Married,0,2023-05-01,22,29468.39,23,2,3,5,235,At Risk,45-60
CUST10684,Kashvi Hora,indranskohli@ghosh.info,Not Disclosed,22,Ahmedabad,Widowed,0,2023-10-17,29,24484.940000000002,29,3,5,4,354,Loyal Customers,<30
CUST10685,Saira Venkatesh,divit41@bhardwaj.net,Not Disclosed,34,Pune,Single,0,2023-02-10,196,18089.59,19,5,1,1,511,Others,30-45
CUST10686,Advika Dhawan,jraja@yahoo.com,Female,25,Hyderabad,Married,0,2022-06-14,62,17468.920000000002,22,4,2,1,421,Others,<30
CUST10687,Dhanuk Thaker,mandervivaan@hotmail.com,Male,29,Delhi,Single,1,2023-01-19,50,23117.41,22,4,2,3,423,Potential Loyalists,<30
CUST10688,Keya Sachdeva,gatik94@yahoo.com,Not Disclosed,59,Pune,Single,0,2021-02-15,70,17971.02,19,4,1,1,411,Others,45-60
CUST10689,Vidur Madan,isandal@bail-sanghvi.com,Male,51,Pune,Married,1,2021-07-08,221,22525.14,21,5,2,3,523,Potential Loyalists,45-60
CUST10690,Shayak Baria,iben@gmail.com,Female,25,Chennai,Divorced,3,2023-11-03,43,29243.81,18,4,1,5,415,Others,<30
CUST10691,Anahi Jani,bbadami@hegde.org,Not Disclosed,42,Ahmedabad,Single,0,2022-08-23,110,17465.64,15,5,1,1,511,Others,30-45
CUST10692,Mannat Ranganathan,uthkarshbala@rout.info,Not Disclosed,46,Jaipur,Divorced,4,2023-06-20,19,24359.38,24,2,3,4,234,At Risk,45-60
CUST10693,Drishya Tank,zaina23@hotmail.com,Female,63,Kolkata,Divorced,0,2020-08-04,22,21159.38,22,2,2,2,222,New Customers,60+
